x1,x2,y1,y2
-0.742,-0.9032,43.20730696,104.8749106
-0.742,-0.871,43.4789365,104.2700698
-0.742,-0.8388,43.74330816,103.6278613
-0.742,-0.8064,44.00199624,102.9439473
-0.742,-0.7742,44.25180706,102.2267713
-0.742,-0.742,44.49436,101.4722275
-0.742,-0.7096,44.73109384,100.6752806
-0.742,-0.6774,44.95908594,99.84576929
-0.742,-0.6452,45.17982016,98.97889029
-0.742,-0.613,45.3932965,98.07464358
-0.742,-0.5806,45.60077314,97.12706385
-0.742,-0.5484,45.79968864,96.14784961
-0.742,-0.5162,45.99134626,95.13126766
-0.742,-0.4838,46.17686866,94.07065496
-0.742,-0.4516,46.35396544,92.97910548
-0.742,-0.4194,46.52380434,91.8501883
-0.742,-0.387,46.6873725,90.67654262
-0.742,-0.3548,46.84265056,89.47265791
-0.742,-0.3226,46.99067074,88.23140548
-0.742,-0.2904,47.13143304,86.95278534
-0.742,-0.258,47.265744,85.62850688
-0.742,-0.2258,47.39194546,84.27491922
-0.742,-0.1936,47.51088904,82.88396384
-0.742,-0.1612,47.62324576,81.4466524
-0.742,-0.129,47.7276285,79.9807295
-0.742,-0.0968,47.82475336,78.47743888
-0.742,-0.0646,47.91462034,76.93678055
-0.742,-0.0322,47.99771986,75.34883634
-0.742,0,48.073026,73.73321048
-0.742,0.0322,48.14107426,72.08021691
-0.742,0.0646,48.20221954,70.37923972
-0.742,0.0968,48.25570696,68.65127863
-0.742,0.129,48.3019365,66.88594982
-0.742,0.1612,48.34090816,65.0832533
-0.742,0.1936,48.37279624,63.23164332
-0.742,0.2258,48.39720706,61.35397928
-0.742,0.258,48.41436,59.43894752
-0.742,0.2904,48.42429384,57.47430457
-0.742,0.3226,48.42688594,55.48430529
-0.742,0.3548,48.42222016,53.45693829
-0.742,0.387,48.4102965,51.39220358
-0.742,0.4194,48.39097314,49.27692785
-0.742,0.4516,48.36448864,47.13722561
-0.742,0.4838,48.33074626,44.96015566
-0.742,0.5162,48.28946866,42.73184696
-0.742,0.5484,48.24116544,40.47980948
-0.742,0.5806,48.18560434,38.1904043
-0.742,0.613,48.1223725,35.84906262
-0.742,0.6452,48.05225056,33.48468991
-0.742,0.6774,47.97487074,31.08294948
-0.742,0.7096,47.89023304,28.64384134
-0.742,0.742,47.797744,26.15186688
-0.742,0.7742,47.69854546,23.63779122
-0.742,0.8064,47.59208904,21.08634784
-0.742,0.8388,47.47764576,18.4813404
-0.742,0.871,47.3566285,15.8549295
-0.742,0.9032,47.22835336,13.19115088
-0.742,0.9354,47.09282034,10.49000455
-0.742,0.9678,46.94911986,7.734364335
-0.742,1,46.799026,4.95825048
-0.7096,-1,42.60883744,106.6452199
-0.7096,-0.9678,42.89915586,106.1651085
-0.7096,-0.9354,43.18395186,105.6442984
-0.7096,-0.9032,43.45970944,105.0892195
-0.7096,-0.871,43.72820914,104.4967729
-0.7096,-0.8388,43.98945096,103.8669585
-0.7096,-0.8064,44.24498976,103.1955157
-0.7096,-0.7742,44.49167074,102.4907338
-0.7096,-0.742,44.73109384,101.7485842
-0.7096,-0.7096,44.9646784,100.9641084
-0.7096,-0.6774,45.18954066,100.1469913
-0.7096,-0.6452,45.40714504,99.29250648
-0.7096,-0.613,45.61749154,98.40065394
-0.7096,-0.5806,45.8218189,97.46554535
-0.7096,-0.5484,46.01760456,96.49872528
-0.7096,-0.5162,46.20613234,95.4945375
-0.7096,-0.4838,46.38850546,94.44639594
-0.7096,-0.4516,46.5624724,93.36724064
-0.7096,-0.4194,46.72918146,92.25071762
-0.7096,-0.387,46.88960034,91.08954309
-0.7096,-0.3548,47.04174856,89.89805254
-0.7096,-0.3226,47.1866389,88.66919428
-0.7096,-0.2904,47.32427136,87.40296831
-0.7096,-0.258,47.45543304,86.091161
-0.7096,-0.2258,47.57850466,84.7499675
-0.7096,-0.1936,47.6943184,83.37140628
-0.7096,-0.1612,47.80352584,81.946566
-0.7096,-0.129,47.90477874,80.49303726
-0.7096,-0.0968,47.99877376,79.00214081
-0.7096,-0.0646,48.0855109,77.47387665
-0.7096,-0.0322,48.16546114,75.89840358
-0.7096,0,48.23763744,74.29517189
-0.7096,0.0322,48.30255586,72.65457249
-0.7096,0.0646,48.36055186,70.96606645
-0.7096,0.0968,48.41090944,69.25049952
-0.7096,0.129,48.45400914,67.49756488
-0.7096,0.1612,48.48985096,65.70726252
-0.7096,0.1936,48.51858976,63.8681237
-0.7096,0.2258,48.53987074,62.00285382
-0.7096,0.258,48.55389384,60.10021623
-0.7096,0.2904,48.5606784,58.14804443
-0.7096,0.3226,48.56014066,56.17043931
-0.7096,0.3548,48.55234504,54.15546648
-0.7096,0.387,48.53729154,52.10312594
-0.7096,0.4194,48.5148189,50.00032135
-0.7096,0.4516,48.48520456,47.87301328
-0.7096,0.4838,48.44833234,45.7083375
-0.7096,0.5162,48.40390546,43.49249994
-0.7096,0.5484,48.3524724,41.25285664
-0.7096,0.5806,48.29378146,38.97584562
