x1,x2,y1
-0.8388,0.4194,52.72639358
-0.8388,0.4516,52.95545472
-0.8388,0.4838,53.18347902
-0.8388,0.5162,53.4118731
-0.8388,0.5484,53.63781728
-0.8388,0.5806,53.86272462
-0.8388,0.613,54.08798238
-0.8388,0.6452,54.3108096
-0.8388,0.6774,54.53259998
-0.8388,0.7096,54.75335352
-0.8388,0.742,54.97443168
-0.8388,0.7742,55.1931051
-0.8388,0.8064,55.41074168
-0.8388,0.8388,55.62868352
-0.8388,0.871,55.84423998
-0.8388,0.9032,56.0587596
-0.8388,0.9354,56.27224238
-0.8388,0.9678,56.48600462
-0.8388,1,56.69740728
-0.8064,-1,41.91725952
-0.8064,-0.9678,42.18263582
-0.8064,-0.9354,42.4486139
-0.8064,-0.9032,42.71191008
-0.8064,-0.871,42.97416942
-0.8064,-0.8388,43.23539192
-0.8064,-0.8064,43.4971904
-0.8064,-0.7742,43.75633278
-0.8064,-0.742,44.01443832
-0.8064,-0.7096,44.27310048
-0.8064,-0.6774,44.5291259
-0.8064,-0.6452,44.78411448
-0.8064,-0.613,45.03806622
-0.8064,-0.5806,45.29254878
-0.8064,-0.5484,45.5444204
-0.8064,-0.5162,45.79525518
-0.8064,-0.4838,46.04660142
-0.8064,-0.4516,46.29535608
-0.8064,-0.4194,46.5430739
-0.8064,-0.387,46.79128382
-0.8064,-0.3548,47.03692152
-0.8064,-0.3226,47.28152238
-0.8064,-0.2904,47.5250864
-0.8064,-0.258,47.76911672
-0.8064,-0.2258,48.01060062
-0.8064,-0.1936,48.25104768
-0.8064,-0.1612,48.49194168
-0.8064,-0.129,48.73030862
-0.8064,-0.0968,48.96763872
-0.8064,-0.0646,49.20393198
-0.8064,-0.0322,49.44064638
-0.8064,0,49.67485952
-0.8064,0.0322,49.90803582
-0.8064,0.0646,50.1416139
-0.8064,0.0968,50.37271008
-0.8064,0.129,50.60276942
-0.8064,0.1612,50.83179192
-0.8064,0.1936,51.0611904
-0.8064,0.2258,51.28813278
-0.8064,0.258,51.51403832
-0.8064,0.2904,51.74030048
-0.8064,0.3226,51.9641259
-0.8064,0.3548,52.18691448
-0.8064,0.387,52.40866622
-0.8064,0.4194,52.63074878
-0.8064,0.4516,52.8504204
-0.8064,0.4838,53.06905518
-0.8064,0.5162,53.28800142
-0.8064,0.5484,53.50455608
-0.8064,0.5806,53.7200739
-0.8064,0.613,53.93588382
-0.8064,0.6452,54.14932152
-0.8064,0.6774,54.36172238
-0.8064,0.7096,54.5730864
-0.8064,0.742,54.78471672
-0.8064,0.7742,54.99400062
-0.8064,0.8064,55.20224768
